id,title,type,release_year,age_certification,runtime,genre,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Revenue(In Millions)
ts128422,Takki,SHOW,2012,Unrated,16,'drama',['SA'],6.6,269.0,1.29,6.6,7
tm53829,Blitz Patrollie,MOVIE,2012,Unrated,101,'crime',['US'],5.4,145.0,1.96,5.4,129
tm53829,Blitz Patrollie,MOVIE,2012,Unrated,101,'action',['US'],5.4,145.0,1.96,5.4,129
tm53829,Blitz Patrollie,MOVIE,2012,Unrated,101,'comedy',['US'],5.4,145.0,1.96,5.4,129
tm51412,Moshe Kasher: Live in Oakland,MOVIE,2012,Unrated,60,'comedy',['US'],6.7,332.0,1.654,6.7,12
tm38331,The Mistress,MOVIE,2012,PG-13,125,'romance',['PH'],6.3,361.0,2.635,6.3,211
tm38331,The Mistress,MOVIE,2012,PG-13,125,'drama',['PH'],6.3,361.0,2.635,6.3,211
tm481620,The Rise of Kirmada,MOVIE,2012,G,68,'animation',['IN'],8.2,67.0,2.328,8.2,198
tm30278,Vettai,MOVIE,2012,Unrated,150,'action',['IN'],6.0,2450.0,3.941,6.0,296
tm30278,Vettai,MOVIE,2012,Unrated,150,'thriller',['IN'],6.0,2450.0,3.941,6.0,296
tm165932,Muran,MOVIE,2011,Unrated,134,'drama',['IN'],6.3,294.0,1.181,6.3,148
tm165932,Muran,MOVIE,2011,Unrated,134,'thriller',['IN'],6.3,294.0,1.181,6.3,148
tm165932,Muran,MOVIE,2011,Unrated,134,'action',['IN'],6.3,294.0,1.181,6.3,148
tm63368,A World Not Ours,MOVIE,2012,Unrated,93,'documentation',['PS'],7.8,388.0,1.106,7.8,190
tm63368,A World Not Ours,MOVIE,2012,Unrated,93,'history',['PS'],7.8,388.0,1.106,7.8,190
tm161632,Tom Papa: Live in New York City,MOVIE,2011,Unrated,57,'comedy',['US'],7.2,501.0,2.414,7.2,118
tm182026,Zokkomon,MOVIE,2011,PG,109,'fantasy',['IN'],4.0,411.0,1.927,4.0,199
tm182026,Zokkomon,MOVIE,2011,PG,109,'drama',['IN'],4.0,411.0,1.927,4.0,199
tm182026,Zokkomon,MOVIE,2011,PG,109,'family',['IN'],4.0,411.0,1.927,4.0,199
tm182026,Zokkomon,MOVIE,2011,PG,109,'action',['IN'],4.0,411.0,1.927,4.0,199
tm235979,My Friend Pinto,MOVIE,2011,PG,115,'comedy',['IN'],5.3,392.0,1.489,5.3,94
tm235979,My Friend Pinto,MOVIE,2011,PG,115,'crime',['IN'],5.3,392.0,1.489,5.3,94
tm235979,My Friend Pinto,MOVIE,2011,PG,115,'drama',['IN'],5.3,392.0,1.489,5.3,94
tm946846,Taxi Ballad,MOVIE,2012,Unrated,93,'drama',"['US', 'LB', 'AE']",6.510860655737705,23439.382473841557,0.6,6.510860655737705,222
tm181366,Here Comes the Rain,MOVIE,2011,Unrated,100,'drama',['LB'],6.3,63.0,0.88,6.3,246
tm60213,One More Try,MOVIE,2012,Unrated,100,'drama',['PH'],6.0,203.0,3.235,6.0,2
tm481509,Chhota Bheem Master of Shaolin,MOVIE,2011,G,75,'animation',[],6.1,128.0,22.637925395684302,6.1,255
tm159623,No Other Woman,MOVIE,2011,Unrated,104,'romance',['PH'],5.9,311.0,1.583,5.9,277
tm159623,No Other Woman,MOVIE,2011,Unrated,104,'drama',['PH'],5.9,311.0,1.583,5.9,277
tm159623,No Other Woman,MOVIE,2011,Unrated,104,'thriller',['PH'],5.9,311.0,1.583,5.9,277
ts60663,The In-Laws,SHOW,2011,TV-14,44,'family',['SG'],6.510860655737705,23439.382473841557,1.771,6.510860655737705,297
ts60663,The In-Laws,SHOW,2011,TV-14,44,'drama',['SG'],6.510860655737705,23439.382473841557,1.771,6.510860655737705,297
tm34646,Sisterakas,MOVIE,2012,Unrated,110,'comedy',['PH'],5.0,285.0,3.424,5.0,174
tm34646,Sisterakas,MOVIE,2012,Unrated,110,'drama',['PH'],5.0,285.0,3.424,5.0,174
ts39465,Yours Fatefully,SHOW,2012,TV-14,44,'drama',['SG'],6.7,15.0,1.796,6.7,228
ts39465,Yours Fatefully,SHOW,2012,TV-14,44,'comedy',['SG'],6.7,15.0,1.796,6.7,228
ts39465,Yours Fatefully,SHOW,2012,TV-14,44,'romance',['SG'],6.7,15.0,1.796,6.7,228
ts69208,"Love, Now",SHOW,2012,TV-Y,45,'drama',['TW'],7.5,124.0,1.774,7.5,97
tm224577,Phone Swap,MOVIE,2012,Unrated,111,'comedy',['NG'],6.2,174.0,1.968,6.2,299
tm224577,Phone Swap,MOVIE,2012,Unrated,111,'romance',['NG'],6.2,174.0,1.968,6.2,299
tm172504,"Darling, Something's Wrong with Your Head",MOVIE,2011,Unrated,78,'drama',"['PS', 'NL', 'US', 'AE']",6.7,133.0,1.666,6.7,223
tm172504,"Darling, Something's Wrong with Your Head",MOVIE,2011,Unrated,78,'romance',"['PS', 'NL', 'US', 'AE']",6.7,133.0,1.666,6.7,223
tm172504,"Darling, Something's Wrong with Your Head",MOVIE,2011,Unrated,78,'war',"['PS', 'NL', 'US', 'AE']",6.7,133.0,1.666,6.7,223
tm172504,"Darling, Something's Wrong with Your Head",MOVIE,2011,Unrated,78,'european',"['PS', 'NL', 'US', 'AE']",6.7,133.0,1.666,6.7,223
ts20110,Peaky Blinders,SHOW,2013,TV-MA,58,'crime',['GB'],8.8,511668.0,1038.077,8.8,83
ts20110,Peaky Blinders,SHOW,2013,TV-MA,58,'drama',['GB'],8.8,511668.0,1038.077,8.8,83
ts20110,Peaky Blinders,SHOW,2013,TV-MA,58,'european',['GB'],8.8,511668.0,1038.077,8.8,83
ts20837,Outlander,SHOW,2014,TV-MA,60,'scifi',['US'],8.4,156114.0,101.42,8.4,225
ts20837,Outlander,SHOW,2014,TV-MA,60,'romance',['US'],8.4,156114.0,101.42,8.4,225
ts20837,Outlander,SHOW,2014,TV-MA,60,'drama',['US'],8.4,156114.0,101.42,8.4,225
ts20837,Outlander,SHOW,2014,TV-MA,60,'fantasy',['US'],8.4,156114.0,101.42,8.4,225
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,'action',['JP'],9.0,325381.0,85.661,9.0,278
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,'scifi',['JP'],9.0,325381.0,85.661,9.0,278
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,'animation',['JP'],9.0,325381.0,85.661,9.0,278
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,'horror',['JP'],9.0,325381.0,85.661,9.0,278
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,'drama',['JP'],9.0,325381.0,85.661,9.0,278
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,'fantasy',['JP'],9.0,325381.0,85.661,9.0,278
ts20824,The Originals,SHOW,2013,TV-14,43,'scifi',['US'],8.3,133406.0,114.436,8.3,32
ts20824,The Originals,SHOW,2013,TV-14,43,'drama',['US'],8.3,133406.0,114.436,8.3,32
ts20824,The Originals,SHOW,2013,TV-14,43,'fantasy',['US'],8.3,133406.0,114.436,8.3,32
ts20824,The Originals,SHOW,2013,TV-14,43,'horror',['US'],8.3,133406.0,114.436,8.3,32
ts1639,The Blacklist,SHOW,2013,TV-14,43,'thriller',['US'],8.0,242640.0,227.557,8.0,34
ts1639,The Blacklist,SHOW,2013,TV-14,43,'drama',['US'],8.0,242640.0,227.557,8.0,34
ts1639,The Blacklist,SHOW,2013,TV-14,43,'crime',['US'],8.0,242640.0,227.557,8.0,34
ts20351,Married at First Sight,SHOW,2014,TV-PG,64,'reality',['US'],6.1,2021.0,15.176,6.1,298
ts20351,Married at First Sight,SHOW,2014,TV-PG,64,'romance',['US'],6.1,2021.0,15.176,6.1,298
ts20351,Married at First Sight,SHOW,2014,TV-PG,64,'european',['US'],6.1,2021.0,15.176,6.1,298
ts11188,The Flash,SHOW,2014,TV-14,42,'drama',['US'],7.6,341393.0,537.156,7.6,253
ts11188,The Flash,SHOW,2014,TV-14,42,'scifi',['US'],7.6,341393.0,537.156,7.6,253
ts11188,The Flash,SHOW,2014,TV-14,42,'family',['US'],7.6,341393.0,537.156,7.6,253
ts11188,The Flash,SHOW,2014,TV-14,42,'animation',['US'],7.6,341393.0,537.156,7.6,253
ts11188,The Flash,SHOW,2014,TV-14,42,'action',['US'],7.6,341393.0,537.156,7.6,253
tm140389,Paddington,MOVIE,2014,PG,95,'comedy',"['US', 'FR', 'GB']",7.2,113735.0,34.868,7.2,40
tm140389,Paddington,MOVIE,2014,PG,95,'family',"['US', 'FR', 'GB']",7.2,113735.0,34.868,7.2,40
tm140389,Paddington,MOVIE,2014,PG,95,'fantasy',"['US', 'FR', 'GB']",7.2,113735.0,34.868,7.2,40
tm140389,Paddington,MOVIE,2014,PG,95,'animation',"['US', 'FR', 'GB']",7.2,113735.0,34.868,7.2,40
tm140389,Paddington,MOVIE,2014,PG,95,'european',"['US', 'FR', 'GB']",7.2,113735.0,34.868,7.2,40
ts20248,Reign,SHOW,2013,TV-14,42,'drama',['US'],7.5,47751.0,50.864,7.5,9
ts20248,Reign,SHOW,2013,TV-14,42,'fantasy',['US'],7.5,47751.0,50.864,7.5,9
ts20248,Reign,SHOW,2013,TV-14,42,'history',['US'],7.5,47751.0,50.864,7.5,9
tm150928,It Follows,MOVIE,2014,R,101,'horror',['US'],6.8,236513.0,123.984,6.8,125
tm150928,It Follows,MOVIE,2014,R,101,'thriller',['US'],6.8,236513.0,123.984,6.8,125
tm140877,The Imitation Game,MOVIE,2014,PG-13,113,'thriller',"['GB', 'US']",8.0,756254.0,49.673,8.0,175
tm140877,The Imitation Game,MOVIE,2014,PG-13,113,'drama',"['GB', 'US']",8.0,756254.0,49.673,8.0,175
tm140877,The Imitation Game,MOVIE,2014,PG-13,113,'war',"['GB', 'US']",8.0,756254.0,49.673,8.0,175
ts8146,The 100,SHOW,2014,TV-14,42,'scifi',['US'],7.6,245631.0,217.82,7.6,63
ts8146,The 100,SHOW,2014,TV-14,42,'drama',['US'],7.6,245631.0,217.82,7.6,63
ts8146,The 100,SHOW,2014,TV-14,42,'action',['US'],7.6,245631.0,217.82,7.6,63
tm176864,Rush,MOVIE,2013,R,123,'drama',"['US', 'DE', 'GB']",8.1,471586.0,29.759,8.1,282
tm176864,Rush,MOVIE,2013,R,123,'action',"['US', 'DE', 'GB']",8.1,471586.0,29.759,8.1,282
tm176864,Rush,MOVIE,2013,R,123,'sport',"['US', 'DE', 'GB']",8.1,471586.0,29.759,8.1,282
tm176864,Rush,MOVIE,2013,R,123,'european',"['US', 'DE', 'GB']",8.1,471586.0,29.759,8.1,282
tm151663,Nightcrawler,MOVIE,2014,R,118,'thriller',['US'],7.8,531779.0,57.276,7.8,1
tm151663,Nightcrawler,MOVIE,2014,R,118,'crime',['US'],7.8,531779.0,57.276,7.8,1
tm151663,Nightcrawler,MOVIE,2014,R,118,'drama',['US'],7.8,531779.0,57.276,7.8,1
ts16045,Are You The One?,SHOW,2014,TV-14,41,'reality',['US'],6.4,2528.0,9.479,6.4,275
tm145655,St. Vincent,MOVIE,2014,PG-13,102,'comedy',['US'],7.2,102820.0,18.905,7.2,78
tm145655,St. Vincent,MOVIE,2014,PG-13,102,'drama',['US'],7.2,102820.0,18.905,7.2,78
tm160621,The Conjuring,MOVIE,2013,R,112,'horror',['US'],7.5,496484.0,221.925,7.5,203
tm160621,The Conjuring,MOVIE,2013,R,112,'thriller',['US'],7.5,496484.0,221.925,7.5,203
ts20292,Gotham,SHOW,2014,TV-14,43,'drama',['US'],7.8,227760.0,106.651,7.8,9
ts20292,Gotham,SHOW,2014,TV-14,43,'scifi',['US'],7.8,227760.0,106.651,7.8,9
ts20292,Gotham,SHOW,2014,TV-14,43,'thriller',['US'],7.8,227760.0,106.651,7.8,9
ts20292,Gotham,SHOW,2014,TV-14,43,'action',['US'],7.8,227760.0,106.651,7.8,9
ts20292,Gotham,SHOW,2014,TV-14,43,'crime',['US'],7.8,227760.0,106.651,7.8,9
tm134967,How to Train Your Dragon 2,MOVIE,2014,PG,102,'action',['US'],7.8,330975.0,134.7,7.8,87
tm134967,How to Train Your Dragon 2,MOVIE,2014,PG,102,'animation',['US'],7.8,330975.0,134.7,7.8,87
tm134967,How to Train Your Dragon 2,MOVIE,2014,PG,102,'comedy',['US'],7.8,330975.0,134.7,7.8,87
tm134967,How to Train Your Dragon 2,MOVIE,2014,PG,102,'family',['US'],7.8,330975.0,134.7,7.8,87
tm134967,How to Train Your Dragon 2,MOVIE,2014,PG,102,'fantasy',['US'],7.8,330975.0,134.7,7.8,87
tm183523,Oldboy,MOVIE,2013,R,104,'action',['US'],5.7,75728.0,20.164,5.7,61
tm183523,Oldboy,MOVIE,2013,R,104,'drama',['US'],5.7,75728.0,20.164,5.7,61
tm183523,Oldboy,MOVIE,2013,R,104,'thriller',['US'],5.7,75728.0,20.164,5.7,61
ts6,House of Cards,SHOW,2013,TV-MA,52,'drama',['US'],8.7,497650.0,33.936,8.7,11
tm148147,Big Eyes,MOVIE,2014,PG-13,106,'drama',"['CA', 'US']",7.2,51.0,11.98,7.2,214
tm148147,Big Eyes,MOVIE,2014,PG-13,106,'documentation',"['CA', 'US']",7.2,51.0,11.98,7.2,214
tm148147,Big Eyes,MOVIE,2014,PG-13,106,'romance',"['CA', 'US']",7.2,51.0,11.98,7.2,214
tm148147,Big Eyes,MOVIE,2014,PG-13,106,'crime',"['CA', 'US']",7.2,51.0,11.98,7.2,214
tm143227,Begin Again,MOVIE,2013,R,104,'drama',['US'],7.4,155249.0,15.514,7.4,134
tm143227,Begin Again,MOVIE,2013,R,104,'comedy',['US'],7.4,155249.0,15.514,7.4,134
tm143227,Begin Again,MOVIE,2013,R,104,'music',['US'],7.4,155249.0,15.514,7.4,134
tm143227,Begin Again,MOVIE,2013,R,104,'romance',['US'],7.4,155249.0,15.514,7.4,134
ts21374,How to Get Away with Murder,SHOW,2014,TV-14,43,'crime',['US'],8.1,148643.0,47.891,8.1,224
ts21374,How to Get Away with Murder,SHOW,2014,TV-14,43,'drama',['US'],8.1,148643.0,47.891,8.1,224
ts21374,How to Get Away with Murder,SHOW,2014,TV-14,43,'thriller',['US'],8.1,148643.0,47.891,8.1,224
ts14583,BoJack Horseman,SHOW,2014,TV-MA,26,'comedy',['US'],8.8,148127.0,92.956,8.8,86
ts14583,BoJack Horseman,SHOW,2014,TV-MA,26,'drama',['US'],8.8,148127.0,92.956,8.8,86
ts14583,BoJack Horseman,SHOW,2014,TV-MA,26,'animation',['US'],8.8,148127.0,92.956,8.8,86
tm169719,42,MOVIE,2013,PG-13,128,'drama',['US'],7.5,94520.0,18.267,7.5,109
tm169719,42,MOVIE,2013,PG-13,128,'sport',['US'],7.5,94520.0,18.267,7.5,109
tm182429,Olympus Has Fallen,MOVIE,2013,R,120,'action',['US'],6.5,274270.0,55.607,6.5,209
tm182429,Olympus Has Fallen,MOVIE,2013,R,120,'thriller',['US'],6.5,274270.0,55.607,6.5,209
tm182429,Olympus Has Fallen,MOVIE,2013,R,120,'drama',['US'],6.5,274270.0,55.607,6.5,209
ts20261,Madam Secretary,SHOW,2014,TV-14,43,'war',['US'],7.6,22894.0,28.001,7.6,107
ts20261,Madam Secretary,SHOW,2014,TV-14,43,'thriller',['US'],7.6,22894.0,28.001,7.6,107
ts20261,Madam Secretary,SHOW,2014,TV-14,43,'drama',['US'],7.6,22894.0,28.001,7.6,107
tm175843,Dark Skies,MOVIE,2013,PG-13,97,'scifi',['US'],6.3,75663.0,22.342,6.3,93
tm175843,Dark Skies,MOVIE,2013,PG-13,97,'thriller',['US'],6.3,75663.0,22.342,6.3,93
tm175843,Dark Skies,MOVIE,2013,PG-13,97,'horror',['US'],6.3,75663.0,22.342,6.3,93
tm175843,Dark Skies,MOVIE,2013,PG-13,97,'documentation',['US'],6.3,75663.0,22.342,6.3,93
tm163686,Blue Jasmine,MOVIE,2013,PG-13,99,'drama',['US'],7.3,201749.0,11.254,7.3,193
tm163686,Blue Jasmine,MOVIE,2013,PG-13,99,'comedy',['US'],7.3,201749.0,11.254,7.3,193
tm163686,Blue Jasmine,MOVIE,2013,PG-13,99,'european',['US'],7.3,201749.0,11.254,7.3,193
ts21367,Jane the Virgin,SHOW,2014,TV-14,42,'drama',['US'],7.8,46286.0,62.316,7.8,115
ts21367,Jane the Virgin,SHOW,2014,TV-14,42,'comedy',['US'],7.8,46286.0,62.316,7.8,115
ts20108,Henry Danger,SHOW,2014,TV-G,24,'comedy',['US'],5.6,5450.0,103.628,5.6,228
ts20108,Henry Danger,SHOW,2014,TV-G,24,'family',['US'],5.6,5450.0,103.628,5.6,228
ts20108,Henry Danger,SHOW,2014,TV-G,24,'action',['US'],5.6,5450.0,103.628,5.6,228
ts20108,Henry Danger,SHOW,2014,TV-G,24,'scifi',['US'],5.6,5450.0,103.628,5.6,228
ts20108,Henry Danger,SHOW,2014,TV-G,24,'thriller',['US'],5.6,5450.0,103.628,5.6,228
ts20108,Henry Danger,SHOW,2014,TV-G,24,'drama',['US'],5.6,5450.0,103.628,5.6,228
tm180572,Insidious: Chapter 2,MOVIE,2013,PG-13,106,'horror',['US'],6.5,169039.0,68.55,6.5,54
tm180572,Insidious: Chapter 2,MOVIE,2013,PG-13,106,'thriller',['US'],6.5,169039.0,68.55,6.5,54
tm151807,Creep,MOVIE,2014,R,82,'horror',['US'],6.3,53408.0,16.301,6.3,234
tm151807,Creep,MOVIE,2014,R,82,'thriller',['US'],6.3,53408.0,16.301,6.3,234
tm151764,Barefoot,MOVIE,2014,PG-13,90,'romance',['US'],6.6,24167.0,9.2,6.6,171
tm151764,Barefoot,MOVIE,2014,PG-13,90,'comedy',['US'],6.6,24167.0,9.2,6.6,171
tm151764,Barefoot,MOVIE,2014,PG-13,90,'drama',['US'],6.6,24167.0,9.2,6.6,171
ts20823,Orange Is the New Black,SHOW,2013,TV-MA,59,'drama',['US'],8.1,298009.0,87.316,8.1,110
ts20823,Orange Is the New Black,SHOW,2013,TV-MA,59,'comedy',['US'],8.1,298009.0,87.316,8.1,110
ts20823,Orange Is the New Black,SHOW,2013,TV-MA,59,'crime',['US'],8.1,298009.0,87.316,8.1,110
tm153284,The Giver,MOVIE,2014,PG-13,97,'drama',['US'],6.4,118877.0,17.987,6.4,285
tm153284,The Giver,MOVIE,2014,PG-13,97,'scifi',['US'],6.4,118877.0,17.987,6.4,285
tm153284,The Giver,MOVIE,2014,PG-13,97,'thriller',['US'],6.4,118877.0,17.987,6.4,285
tm153284,The Giver,MOVIE,2014,PG-13,97,'romance',['US'],6.4,118877.0,17.987,6.4,285
ts32218,The Thundermans,SHOW,2013,TV-G,24,'action',['US'],5.6,5525.0,44.482,5.6,1
ts32218,The Thundermans,SHOW,2013,TV-G,24,'scifi',['US'],5.6,5525.0,44.482,5.6,1
ts32218,The Thundermans,SHOW,2013,TV-G,24,'family',['US'],5.6,5525.0,44.482,5.6,1
ts32218,The Thundermans,SHOW,2013,TV-G,24,'comedy',['US'],5.6,5525.0,44.482,5.6,1
ts32218,The Thundermans,SHOW,2013,TV-G,24,'drama',['US'],5.6,5525.0,44.482,5.6,1
ts35682,Wentworth,SHOW,2013,TV-MA,46,'drama',['AU'],8.6,22056.0,32.398,8.6,12
ts35682,Wentworth,SHOW,2013,TV-MA,46,'thriller',['AU'],8.6,22056.0,32.398,8.6,12
ts35682,Wentworth,SHOW,2013,TV-MA,46,'crime',['AU'],8.6,22056.0,32.398,8.6,12
tm165967,Mandela: Long Walk to Freedom,MOVIE,2013,PG-13,141,'drama',"['GB', 'ZA']",7.1,27866.0,7.715,7.1,135
tm165967,Mandela: Long Walk to Freedom,MOVIE,2013,PG-13,141,'history',"['GB', 'ZA']",7.1,27866.0,7.715,7.1,135
ts20791,Z Nation,SHOW,2014,TV-14,43,'action',['US'],6.6,36415.0,66.412,6.6,91
ts20791,Z Nation,SHOW,2014,TV-14,43,'comedy',['US'],6.6,36415.0,66.412,6.6,91
ts20791,Z Nation,SHOW,2014,TV-14,43,'drama',['US'],6.6,36415.0,66.412,6.6,91
ts20791,Z Nation,SHOW,2014,TV-14,43,'horror',['US'],6.6,36415.0,66.412,6.6,91
ts20791,Z Nation,SHOW,2014,TV-14,43,'romance',['US'],6.6,36415.0,66.412,6.6,91
ts20791,Z Nation,SHOW,2014,TV-14,43,'scifi',['US'],6.6,36415.0,66.412,6.6,91
tm161525,The Green Inferno,MOVIE,2013,R,100,'thriller',"['US', 'CA', 'CL']",5.3,44016.0,32.224,5.3,244
tm161525,The Green Inferno,MOVIE,2013,R,100,'horror',"['US', 'CA', 'CL']",5.3,44016.0,32.224,5.3,244
tm168400,Empire State,MOVIE,2013,R,94,'action',['US'],5.2,21538.0,39.273,5.2,204
tm168400,Empire State,MOVIE,2013,R,94,'drama',['US'],5.2,21538.0,39.273,5.2,204
tm168400,Empire State,MOVIE,2013,R,94,'crime',['US'],5.2,21538.0,39.273,5.2,204
tm168400,Empire State,MOVIE,2013,R,94,'thriller',['US'],5.2,21538.0,39.273,5.2,204
tm168400,Empire State,MOVIE,2013,R,94,'european',['US'],5.2,21538.0,39.273,5.2,204
tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,'family',['US'],6.6,89930.0,92.315,6.6,79
tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,'animation',['US'],6.6,89930.0,92.315,6.6,79
tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,'action',['US'],6.6,89930.0,92.315,6.6,79
tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,'comedy',['US'],6.6,89930.0,92.315,6.6,79
tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,'scifi',['US'],6.6,89930.0,92.315,6.6,79
ts20280,Marco Polo,SHOW,2014,TV-MA,55,'action',['US'],8.0,71735.0,22.636,8.0,24
ts20280,Marco Polo,SHOW,2014,TV-MA,55,'drama',['US'],8.0,71735.0,22.636,8.0,24
ts20280,Marco Polo,SHOW,2014,TV-MA,55,'history',['US'],8.0,71735.0,22.636,8.0,24
ts20280,Marco Polo,SHOW,2014,TV-MA,55,'documentation',['US'],8.0,71735.0,22.636,8.0,24
tm148671,A Walk Among the Tombstones,MOVIE,2014,R,113,'drama',['US'],6.5,121232.0,67.95,6.5,92
tm148671,A Walk Among the Tombstones,MOVIE,2014,R,113,'thriller',['US'],6.5,121232.0,67.95,6.5,92
tm148671,A Walk Among the Tombstones,MOVIE,2014,R,113,'action',['US'],6.5,121232.0,67.95,6.5,92
tm148671,A Walk Among the Tombstones,MOVIE,2014,R,113,'crime',['US'],6.5,121232.0,67.95,6.5,92
tm171042,The Call,MOVIE,2013,R,94,'thriller',['US'],6.7,121843.0,41.764,6.7,145
tm171042,The Call,MOVIE,2013,R,94,'crime',['US'],6.7,121843.0,41.764,6.7,145
tm171042,The Call,MOVIE,2013,R,94,'drama',['US'],6.7,121843.0,41.764,6.7,145
tm171042,The Call,MOVIE,2013,R,94,'horror',['US'],6.7,121843.0,41.764,6.7,145
tm171042,The Call,MOVIE,2013,R,94,'action',['US'],6.7,121843.0,41.764,6.7,145
tm171042,The Call,MOVIE,2013,R,94,'european',['US'],6.7,121843.0,41.764,6.7,145
tm178712,Scary Movie 5,MOVIE,2013,PG-13,89,'comedy',['US'],3.5,71405.0,122.985,3.5,26
tm178712,Scary Movie 5,MOVIE,2013,PG-13,89,'horror',['US'],3.5,71405.0,122.985,3.5,26
ts20288,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,'scifi',['US'],6.9,20132.0,24.329,6.9,294
ts20288,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,'action',['US'],6.9,20132.0,24.329,6.9,294
ts20288,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,'crime',['US'],6.9,20132.0,24.329,6.9,294
ts20288,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,'fantasy',['US'],6.9,20132.0,24.329,6.9,294
ts20288,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,'horror',['US'],6.9,20132.0,24.329,6.9,294
ts20281,Sofia the First,SHOW,2013,TV-Y,24,'animation',['US'],6.8,2978.0,44.688,6.8,39
ts20281,Sofia the First,SHOW,2013,TV-Y,24,'family',['US'],6.8,2978.0,44.688,6.8,39
ts20281,Sofia the First,SHOW,2013,TV-Y,24,'fantasy',['US'],6.8,2978.0,44.688,6.8,39
tm187279,Philomena,MOVIE,2013,PG-13,97,'drama',['GB'],7.6,99647.0,9.752,7.6,226
tm187279,Philomena,MOVIE,2013,PG-13,97,'comedy',['GB'],7.6,99647.0,9.752,7.6,226
tm187279,Philomena,MOVIE,2013,PG-13,97,'european',['GB'],7.6,99647.0,9.752,7.6,226
tm165521,Redemption,MOVIE,2013,R,100,'action',"['US', 'GB']",6.510860655737705,23439.382473841557,52.251,6.510860655737705,24
tm165521,Redemption,MOVIE,2013,R,100,'thriller',"['US', 'GB']",6.510860655737705,23439.382473841557,52.251,6.510860655737705,24
tm165521,Redemption,MOVIE,2013,R,100,'european',"['US', 'GB']",6.510860655737705,23439.382473841557,52.251,6.510860655737705,24
tm141648,Seventh Son,MOVIE,2014,PG-13,102,'action',"['US', 'GB', 'CN', 'CA']",5.5,76939.0,45.215,5.5,258
tm141648,Seventh Son,MOVIE,2014,PG-13,102,'fantasy',"['US', 'GB', 'CN', 'CA']",5.5,76939.0,45.215,5.5,258
ts314002,The Seven Deadly Sins,SHOW,2014,TV-14,25,'scifi',['JP'],7.9,31085.0,25.225,7.9,105
ts314002,The Seven Deadly Sins,SHOW,2014,TV-14,25,'action',['JP'],7.9,31085.0,25.225,7.9,105
ts314002,The Seven Deadly Sins,SHOW,2014,TV-14,25,'animation',['JP'],7.9,31085.0,25.225,7.9,105
ts314002,The Seven Deadly Sins,SHOW,2014,TV-14,25,'comedy',['JP'],7.9,31085.0,25.225,7.9,105
ts314002,The Seven Deadly Sins,SHOW,2014,TV-14,25,'fantasy',['JP'],7.9,31085.0,25.225,7.9,105
tm176630,The Butler,MOVIE,2013,PG-13,132,'drama',['US'],7.2,114768.0,15.115,7.2,117
tm176630,The Butler,MOVIE,2013,PG-13,132,'european',['US'],7.2,114768.0,15.115,7.2,117
ts32060,Sam & Cat,SHOW,2013,TV-G,24,'comedy',['US'],5.6,9744.0,29.349,5.6,80
ts32060,Sam & Cat,SHOW,2013,TV-G,24,'drama',['US'],5.6,9744.0,29.349,5.6,80
ts32060,Sam & Cat,SHOW,2013,TV-G,24,'family',['US'],5.6,9744.0,29.349,5.6,80
tm184608,Texas Chainsaw 3D,MOVIE,2013,R,87,'thriller',['US'],4.8,49312.0,53.401,4.8,194
tm184608,Texas Chainsaw 3D,MOVIE,2013,R,87,'horror',['US'],4.8,49312.0,53.401,4.8,194
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,'animation',['US'],6.3,102071.0,64.17,6.3,289
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,'scifi',['US'],6.3,102071.0,64.17,6.3,289
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,'drama',['US'],6.3,102071.0,64.17,6.3,289
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,'comedy',['US'],6.3,102071.0,64.17,6.3,289
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,'family',['US'],6.3,102071.0,64.17,6.3,289
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,'fantasy',['US'],6.3,102071.0,64.17,6.3,289
tm171228,Metallica: Through the Never,MOVIE,2013,R,93,'music',['US'],7.1,17513.0,14.231,7.1,179
ts2727,Derek,SHOW,2013,TV-MA,27,'drama',['GB'],8.1,32622.0,9.295,8.1,127
